manager_id,n_periods,decoded_state_sequence,dominant_state,aversion_periods,aversion_share,neutral_periods,neutral_share,appreciation_periods,appreciation_share,upward_transitions,downward_transitions,same_state_transitions,net_state_movement
M0360,26,N N A A A A A N N N N P P P P P P N N N P P P P P P,Appreciation,5,0.19230769230769232,9,0.34615384615384615,12,0.46153846153846156,3,2,20,1
M0361,26,N N N N N N N A A A N A A A A A A P P P P N N N N A,Neutral,10,0.38461538461538464,12,0.46153846153846156,4,0.15384615384615385,2,4,19,-1
M0362,26,N N N A N A N N N N N A A N N N N A N N N N N A A N,Neutral,7,0.2692307692307692,19,0.7307692307692307,0,0.0,5,5,15,0
M0363,26,N N N N N N N N N N P P P P P P P P P N P P P P P P,Appreciation,0,0.0,11,0.4230769230769231,15,0.5769230769230769,2,1,22,1
M0364,26,N N A A N A A A A N A A A A A A A A A A A N A A A A,Aversion,21,0.8076923076923077,5,0.19230769230769232,0,0.0,3,4,18,-1
M0365,26,N N A A A N A A A N A A A N A A A A A N A A A A A A,Aversion,20,0.7692307692307693,6,0.23076923076923078,0,0.0,4,5,16,-1
M0366,26,N N N N A A N N N N A N A A N A N N N N N P P P P P,Neutral,6,0.23076923076923078,15,0.5769230769230769,5,0.19230769230769232,5,4,16,1
M0367,26,N N N N N N N N N N N N A N P P P P P P P P P P P P,Neutral,1,0.038461538461538464,13,0.5,12,0.46153846153846156,2,1,22,1
M0368,26,N N N N A N A A A A N N P N N N N A A A A N A A A A,Aversion,13,0.5,12,0.46153846153846156,1,0.038461538461538464,4,5,16,-1
M0369,26,N N N A A A N N A A A A A A A A N N N A A A N A A N,Aversion,16,0.6153846153846154,10,0.38461538461538464,0,0.0,4,4,17,0
M0370,26,N N N N N N N A N A N N N N A A A A A N A N A A A P,Neutral,11,0.4230769230769231,14,0.5384615384615384,1,0.038461538461538464,5,5,15,1
M0371,26,N A N N A N A A A N N A N A A A A N P P P P P P P P,Aversion,10,0.38461538461538464,8,0.3076923076923077,8,0.3076923076923077,6,5,14,1
M0372,26,N N N N N A N N N N P P P P N A A N N P P P P P P P,Neutral,3,0.11538461538461539,12,0.46153846153846156,11,0.4230769230769231,4,3,18,1
M0373,26,N N N N A A A N A A N A N A N N N A N P P P P P N N,Neutral,8,0.3076923076923077,13,0.5,5,0.19230769230769232,6,6,13,0
M0374,26,N N N N N N N A N A A A N N N N A A A N P P N N A A,Neutral,9,0.34615384615384615,15,0.5769230769230769,2,0.07692307692307693,4,5,16,-1
M0375,26,N N A A A A N N A N A A A A A A N A A N A A A A A N,Aversion,18,0.6923076923076923,8,0.3076923076923077,0,0.0,5,5,15,0
M0376,26,N N A A N N N A A N A A A N N N N P P P P P N P P P,Neutral,7,0.2692307692307692,11,0.4230769230769231,8,0.3076923076923077,5,4,16,1
M0377,26,N A A N A N A N N A A P N A A A A A A N N N A P P P,Aversion,13,0.5,9,0.34615384615384615,4,0.15384615384615385,6,7,12,1
M0378,26,N N N N N N N N A N N N N A A A A N N N N P P N P P,Neutral,5,0.19230769230769232,17,0.6538461538461539,4,0.15384615384615385,4,3,18,1
M0379,26,N A N N N N N N N N P P P P P P P P P P P P P N A A,Appreciation,3,0.11538461538461539,10,0.38461538461538464,13,0.5,2,3,20,-1
M0380,26,N N N N A A N A N A A A A A N P P P P P P P P P N A,Aversion,9,0.34615384615384615,8,0.3076923076923077,9,0.34615384615384615,4,5,16,-1
M0381,26,N N N N N N N N N N N A N N N P N P N N N N A A A A,Neutral,5,0.19230769230769232,19,0.7307692307692307,2,0.07692307692307693,3,4,18,-1
M0382,26,N N N N A A A A A A A A N N N N A A A N A A A N P P,Aversion,14,0.5384615384615384,10,0.38461538461538464,2,0.07692307692307693,4,3,18,1
M0383,26,N A A A N N A N N N A A N A N A A A A N A A A A A A,Aversion,17,0.6538461538461539,9,0.34615384615384615,0,0.0,5,6,14,-1
M0384,26,N N N A N N N N N N A A A A N N P P P P P P N N N N,Neutral,5,0.19230769230769232,15,0.5769230769230769,6,0.23076923076923078,3,3,19,0
M0385,26,N N N N N N N N N N N N N N N N P P N N P P N P N A,Neutral,1,0.038461538461538464,20,0.7692307692307693,5,0.19230769230769232,3,4,18,-1
M0386,26,N N N N N N N N N N N A N N N N N N N A A P P P P P,Neutral,3,0.11538461538461539,18,0.6923076923076923,5,0.19230769230769232,2,2,21,1
M0387,26,N N N N N A N N A A A N A N A N A A A N A A A A A A,Aversion,15,0.5769230769230769,11,0.4230769230769231,0,0.0,5,6,14,-1
M0388,26,N N N N A A N N N N A A A A A A A A N N A A A N N A,Aversion,14,0.5384615384615384,12,0.46153846153846156,0,0.0,3,4,18,-1
M0389,26,N N N N N N N N N N N N N A A N A A A N N P P P P P,Neutral,5,0.19230769230769232,16,0.6153846153846154,5,0.19230769230769232,3,2,20,1
M0390,26,N N N N N N N N N N N N N P P N A A A A A A A A N N,Neutral,8,0.3076923076923077,16,0.6153846153846154,2,0.07692307692307693,2,2,21,0
M0391,26,N N N N N N N N N N N N N N A N A A A A A A A A A N,Neutral,10,0.38461538461538464,16,0.6153846153846154,0,0.0,2,2,21,0
M0392,26,N N A A A A A N N N N N A A A N N A N A N A A A N N,Neutral,13,0.5,13,0.5,0,0.0,5,5,15,0
M0393,26,N N N N N N N N N N N N A A A N N P P P P P P P P P,Neutral,3,0.11538461538461539,14,0.5384615384615384,9,0.34615384615384615,2,1,22,1
M0394,26,N N N N N N N N N N N N N A A N N N N N A N A A A A,Neutral,7,0.2692307692307692,19,0.7307692307692307,0,0.0,2,3,20,-1
M0395,26,N N N N N N N N N N A N N P P P P P P P P P N A N N,Neutral,2,0.07692307692307693,15,0.5769230769230769,9,0.34615384615384615,3,3,19,0
M0396,26,N A N N A A A A N N N N N N A A N P P N N A N P P P,Neutral,8,0.3076923076923077,13,0.5,5,0.19230769230769232,6,5,14,1
M0397,26,N N A N A N A A N N A N N N N N A N N N N N A A P P,Neutral,8,0.3076923076923077,16,0.6153846153846154,2,0.07692307692307693,6,6,13,1
M0398,26,N N N N A N N N N N N N A P P P P P P P P P P P P P,Appreciation,2,0.07692307692307693,11,0.4230769230769231,13,0.5,2,2,21,1
M0399,26,N A N N N N N N N N N N N N N N N N N N N A A A A A,Neutral,6,0.23076923076923078,20,0.7692307692307693,0,0.0,1,2,22,-1
M0400,26,N N N N N N N N A N A A N N A N N N N N N N A A A A,Neutral,8,0.3076923076923077,18,0.6923076923076923,0,0.0,3,4,18,-1
M0401,26,N N N N N N N N N N N N N N P N P P P P P P P P P P,Neutral,0,0.0,15,0.5769230769230769,11,0.4230769230769231,2,1,22,1
M0402,26,N N N N A A A A A A A A N N A N N N N A A A A N P P,Aversion,13,0.5,11,0.4230769230769231,2,0.07692307692307693,4,3,18,1
M0403,26,N N N N A N N A N N N N A A N N P P N N A A A A A N,Neutral,9,0.34615384615384615,15,0.5769230769230769,2,0.07692307692307693,5,5,15,0
M0404,26,N N N N N N N A A A A N A A N A A A A N A A A A A N,Aversion,15,0.5769230769230769,11,0.4230769230769231,0,0.0,4,4,17,0
M0405,26,N N A N N A N N A A A N N N N N N A N N A A A A A N,Neutral,11,0.4230769230769231,15,0.5769230769230769,0,0.0,5,5,15,0
M0406,26,N N A A A N N N N N A N A A A A A N N N N N A A A N,Neutral,12,0.46153846153846156,14,0.5384615384615384,0,0.0,4,4,17,0
M0407,26,N N A A A A A A N N N A A A N A N N N A A A N N A A,Aversion,15,0.5769230769230769,11,0.4230769230769231,0,0.0,4,5,16,-1
M0408,26,N A A A N A A A A N N N N N N P P N N N A A A A A A,Aversion,13,0.5,11,0.4230769230769231,2,0.07692307692307693,3,4,18,-1
M0409,26,N N N N A N A N N A A A A A N N A A A A A A A A A A,Aversion,17,0.6538461538461539,9,0.34615384615384615,0,0.0,3,4,18,-1
M0410,26,N N A N A A N A A A A A N A A N N P N N N P P P P P,Neutral,10,0.38461538461538464,10,0.38461538461538464,6,0.23076923076923078,6,5,14,1
M0411,26,A N N N N N N N N N N N N P N P P P P P N P P P P N,Neutral,1,0.038461538461538464,15,0.5769230769230769,10,0.38461538461538464,4,3,18,1
M0412,26,N N N N N N N N N A A A N N N N N N P N A A A A N A,Neutral,8,0.3076923076923077,17,0.6538461538461539,1,0.038461538461538464,3,4,18,-1
M0413,26,N A A N N N N N N A A A N N P P P P P P P P P P P P,Appreciation,5,0.19230769230769232,9,0.34615384615384615,12,0.46153846153846156,3,2,20,1
M0414,26,N N A N N N N N N N N N N N N P P P P P P P P P P P,Neutral,1,0.038461538461538464,14,0.5384615384615384,11,0.4230769230769231,2,1,22,1
M0415,26,N N N N N N N N N N N N N P P N N N N A A N N A N N,Neutral,3,0.11538461538461539,21,0.8076923076923077,2,0.07692307692307693,3,3,19,0
M0416,26,N N N A A A N A A A A N N N N P P P P P P P P P P P,Appreciation,7,0.2692307692307692,8,0.3076923076923077,11,0.4230769230769231,3,2,20,1
M0417,26,N N A N N N N N N N N N N N N N N N N N N P P P P P,Neutral,1,0.038461538461538464,20,0.7692307692307693,5,0.19230769230769232,2,1,22,1
M0418,26,N A N N A A A A N A A N N N N N N A N N P P P P P P,Neutral,8,0.3076923076923077,12,0.46153846153846156,6,0.23076923076923078,5,4,16,1
M0419,26,N A N N A A A N A A N N N N N A A A A A A A A A N A,Aversion,16,0.6153846153846154,10,0.38461538461538464,0,0.0,4,5,16,-1
M0420,26,N A A A A N A A A A N N P P P P P P N P P N N N N N,Neutral,8,0.3076923076923077,10,0.38461538461538464,8,0.3076923076923077,4,4,17,0
M0421,26,N N N N N A A N A A A N N N A N A A N A A A A A N A,Aversion,14,0.5384615384615384,12,0.46153846153846156,0,0.0,5,6,14,-1
M0422,26,N N N N N N N A N A A A A A A A A A A A A N A N A A,Aversion,16,0.6153846153846154,10,0.38461538461538464,0,0.0,3,4,18,-1
M0423,26,N A N N N A A A N N N N P N N N P P P P P A A A A A,Neutral,9,0.34615384615384615,11,0.4230769230769231,6,0.23076923076923078,4,4,17,-1
M0424,26,N N A A A N N N N N N N N N N N N A N A A A A N N N,Neutral,8,0.3076923076923077,18,0.6923076923076923,0,0.0,3,3,19,0
M0425,26,N A A A A A A A N N N N N N N P P P P P P P P P P P,Appreciation,7,0.2692307692307692,8,0.3076923076923077,11,0.4230769230769231,2,1,22,1
M0426,26,N N N A A A N A A A A A N N N A N N N A A N A A N N,Neutral,13,0.5,13,0.5,0,0.0,5,5,15,0
M0427,26,N N N N N N N N N N N N N N N N A N P N A N A A A A,Neutral,6,0.23076923076923078,19,0.7307692307692307,1,0.038461538461538464,3,4,18,-1
M0428,26,N A A A A A A A A N N N N A A N N P P P P P P P P P,Aversion,10,0.38461538461538464,7,0.2692307692307692,9,0.34615384615384615,3,2,20,1
M0429,26,N N N N N A A A A N N A A A A A N P P N N N N P P P,Neutral,9,0.34615384615384615,12,0.46153846153846156,5,0.19230769230769232,4,3,18,1
M0430,26,N N N N N N N N N N N A A A A A A A A A A A A A A A,Aversion,15,0.5769230769230769,11,0.4230769230769231,0,0.0,0,1,24,-1
M0431,26,N N N N N N N N N N N N N N N N P P P P P P P P P P,Neutral,0,0.0,16,0.6153846153846154,10,0.38461538461538464,1,0,24,1
M0432,26,N N N N N N N N N A N N A A A A A A A A A A N N N A,Neutral,12,0.46153846153846156,14,0.5384615384615384,0,0.0,2,3,20,-1
M0433,26,N N A A N N A N N N N N A A A N P P P P P P N P P P,Neutral,6,0.23076923076923078,11,0.4230769230769231,9,0.34615384615384615,5,4,16,1
M0434,26,N N A A N N A N N A A N A N A A A A A A N N N P P P,Aversion,12,0.46153846153846156,11,0.4230769230769231,3,0.11538461538461539,6,5,14,1
M0435,26,N N N A N N N N A A A A A N A N N A N N N A P P P P,Neutral,9,0.34615384615384615,13,0.5,4,0.15384615384615385,5,5,15,1
M0436,26,N N A A N N A N A N A N A A N N P P P P P P P P N A,Neutral,8,0.3076923076923077,10,0.38461538461538464,8,0.3076923076923077,6,7,12,-1
M0437,26,N N N N N N N N N N N N N N N N N P P P P P P P N N,Neutral,0,0.0,19,0.7307692307692307,7,0.2692307692307692,1,1,23,0
M0438,26,N N N N N A A N A A N N N N N P P P P P N N A A A A,Neutral,8,0.3076923076923077,13,0.5,5,0.19230769230769232,3,4,18,-1
M0439,26,N N N N A A N N N N N N P P P P N A A N A A A A A A,Neutral,10,0.38461538461538464,12,0.46153846153846156,4,0.15384615384615385,3,4,18,-1
M0440,26,N A N A A A N N N N N N N N N P N N N P P P P P N A,Neutral,5,0.19230769230769232,15,0.5769230769230769,6,0.23076923076923078,4,5,16,-1
M0441,26,N N N A A N A A N N N N N N A N N N P P P P N N N N,Neutral,5,0.19230769230769232,17,0.6538461538461539,4,0.15384615384615385,4,4,17,0
M0442,26,N N N N N N N N N N N N P P P P P N N N N N P P P P,Neutral,0,0.0,17,0.6538461538461539,9,0.34615384615384615,2,1,22,1
M0443,26,N N N A N A A A A A N N N N N N N N A A A A A A A A,Aversion,14,0.5384615384615384,12,0.46153846153846156,0,0.0,2,3,20,-1
M0444,26,N A A N N N N N N N N N A N N N P N P P P P P P N A,Neutral,4,0.15384615384615385,15,0.5769230769230769,7,0.2692307692307692,4,5,16,-1
M0445,26,N N A N N A A A N P N N N A N N N P P N N N N N A A,Neutral,7,0.2692307692307692,16,0.6153846153846154,3,0.11538461538461539,5,6,14,-1
M0446,26,N N N N N N N N A A N A N N N N N N N N A A A A N A,Neutral,8,0.3076923076923077,18,0.6923076923076923,0,0.0,3,4,18,-1
M0447,26,N A A A N A N N N N N A A A A N N N A N A A A A A A,Aversion,15,0.5769230769230769,11,0.4230769230769231,0,0.0,4,5,16,-1
M0448,26,N N N A A A N N A N A A A A A N A A N A A A A A N A,Aversion,17,0.6538461538461539,9,0.34615384615384615,0,0.0,5,6,14,-1
M0449,26,N N N N N N N N N N N N N P P P P P N A A A N N P P,Neutral,3,0.11538461538461539,16,0.6153846153846154,7,0.2692307692307692,3,2,20,1
M0450,26,N N N N N N N N N A A N N A A N N N A A A A N P P P,Neutral,8,0.3076923076923077,15,0.5769230769230769,3,0.11538461538461539,4,3,18,1
M0451,26,N N N N A A N N N N N N N N N A N N N P P P P P P P,Neutral,3,0.11538461538461539,16,0.6153846153846154,7,0.2692307692307692,3,2,20,1
M0452,26,N N A A A A N N N N N A A N A N N N N N A A A A N N,Neutral,11,0.4230769230769231,15,0.5769230769230769,0,0.0,4,4,17,0
M0453,26,N N N N N N N N A A A A N A A A A A N N A A A N A A,Aversion,14,0.5384615384615384,12,0.46153846153846156,0,0.0,3,4,18,-1
M0454,26,N N N N N N N N N N N N P N N N N P P P P N N N P P,Neutral,0,0.0,19,0.7307692307692307,7,0.2692307692307692,3,2,20,1
M0455,26,N N N N N N N N N P N A A N N P P P P P P N N N N P,Neutral,2,0.07692307692307693,16,0.6153846153846154,8,0.3076923076923077,4,3,18,1
M0456,26,N N N A N A N N N A N N N P P N N N A N N P P P P N,Neutral,4,0.15384615384615385,16,0.6153846153846154,6,0.23076923076923078,6,6,13,0
M0457,26,N A A N A A N N A A A N N A A A N N A A A A A A A A,Aversion,18,0.6923076923076923,8,0.3076923076923077,0,0.0,4,5,16,-1
M0458,26,N N N N N N N N N N N N N N N N N N N N N N N A N N,Neutral,1,0.038461538461538464,25,0.9615384615384616,0,0.0,1,1,23,0
M0459,26,N A N N N N N N A A N A N P P P P P P P P P P P P P,Appreciation,4,0.15384615384615385,9,0.34615384615384615,13,0.5,4,3,18,1
M0460,26,N N N N N N N A A A A N A A A N A N A A A A A A A A,Aversion,16,0.6153846153846154,10,0.38461538461538464,0,0.0,3,4,18,-1
M0461,26,N N N A N A N N N N N N N P P P P P P P P P P P P P,Appreciation,2,0.07692307692307693,11,0.4230769230769231,13,0.5,3,2,20,1
M0462,26,N N N N N A N A A A A N N N P P P P P N N N P P P P,Neutral,5,0.19230769230769232,12,0.46153846153846156,9,0.34615384615384615,4,3,18,1
M0463,26,N N A A N N N N N N N N N N N N A N N N A N A A A A,Neutral,8,0.3076923076923077,18,0.6923076923076923,0,0.0,3,4,18,-1
M0464,26,N N N N N A N N A A A A A A A A N P P P P P P P P P,Aversion,9,0.34615384615384615,8,0.3076923076923077,9,0.34615384615384615,3,2,20,1
M0465,26,N N A N A A N A N N N N N N N N A A N A A A A A N A,Neutral,12,0.46153846153846156,14,0.5384615384615384,0,0.0,5,6,14,-1
M0466,26,N N N N N N N N N N P P P P P P P P P P P P P P N A,Appreciation,1,0.038461538461538464,11,0.4230769230769231,14,0.5384615384615384,1,2,22,-1
M0467,26,N N A N N N A A A A A N N A A N P N N P P P P P P P,Neutral,8,0.3076923076923077,10,0.38461538461538464,8,0.3076923076923077,5,4,16,1
M0468,26,N N N N N N N N A N N A N N N N N N N N N A A A N N,Neutral,5,0.19230769230769232,21,0.8076923076923077,0,0.0,3,3,19,0
M0469,26,N N N A N N N N N N P N P P P P P P P P P P P P P N,Appreciation,1,0.038461538461538464,11,0.4230769230769231,14,0.5384615384615384,3,3,19,0
M0470,26,N N N N N N N N N N P P P P P P P P P N N N P P P N,Neutral,0,0.0,14,0.5384615384615384,12,0.46153846153846156,2,2,21,0
M0471,26,N A N A A A A A A A A A A N N A A N N N A N N A A A,Aversion,17,0.6538461538461539,9,0.34615384615384615,0,0.0,4,5,16,-1
M0472,26,N A N N A N N A N N N A N N N N A A A A A A A A A A,Aversion,14,0.5384615384615384,12,0.46153846153846156,0,0.0,4,5,16,-1
M0473,26,N N N N N N N N N A A A N A A N A N P P P P P P P P,Neutral,6,0.23076923076923078,12,0.46153846153846156,8,0.3076923076923077,4,3,18,1
M0474,26,N N N N N N N N N N N A N A A N N P P P P P P P P P,Neutral,3,0.11538461538461539,14,0.5384615384615384,9,0.34615384615384615,3,2,20,1
M0475,26,N N N N N N N N N A A A A N N N N N A N A A N A A A,Neutral,10,0.38461538461538464,16,0.6153846153846154,0,0.0,3,4,18,-1
M0476,26,N N N N N N N N N N N N N N N N N A A P P P N N N A,Neutral,3,0.11538461538461539,20,0.7692307692307693,3,0.11538461538461539,1,3,21,-1
M0477,26,N N N N N N N N N N N A N N N P P P P P P P P P P P,Neutral,1,0.038461538461538464,14,0.5384615384615384,11,0.4230769230769231,2,1,22,1
M0478,26,N N A A A A A A N A N N P P P P P P N P P P P P P P,Appreciation,7,0.2692307692307692,6,0.23076923076923078,13,0.5,4,3,18,1
M0479,26,N N N N A N N N N N N N N P P P P P P P P P P N P P,Neutral,1,0.038461538461538464,13,0.5,12,0.46153846153846156,3,2,20,1
M0480,26,N N N N N N N N N N N N P P P P P P P N P P P N N N,Neutral,0,0.0,16,0.6153846153846154,10,0.38461538461538464,2,2,21,0
M0481,26,A A N N N N N N N N N N N N P N N A N P P P P P P P,Neutral,3,0.11538461538461539,15,0.5769230769230769,8,0.3076923076923077,4,2,19,2
M0482,26,N N N N N N N N N N P P P N P P P P P P P P P P P P,Appreciation,0,0.0,11,0.4230769230769231,15,0.5769230769230769,2,1,22,1
M0483,26,N N N N N A N N N N N N N N N P P P P N N N A P P P,Neutral,2,0.07692307692307693,17,0.6538461538461539,7,0.2692307692307692,3,3,19,1
M0484,26,N N N N N N N N N N A A N A A A A A N A A A A A A A,Aversion,14,0.5384615384615384,12,0.46153846153846156,0,0.0,2,3,20,-1
M0485,26,N N N N N N N N N A A A N A A A A A A N N N A P P P,Neutral,10,0.38461538461538464,13,0.5,3,0.11538461538461539,3,3,19,1
M0486,26,N N N N N A A N N N N A A N A A N P P P P P P P P P,Neutral,6,0.23076923076923078,11,0.4230769230769231,9,0.34615384615384615,4,3,18,1
M0487,26,N N A A N A N A N N A N N N A A A N A N A A A A A A,Aversion,15,0.5769230769230769,11,0.4230769230769231,0,0.0,6,7,12,-1
M0488,26,N N N N N N A N N N N N N N N P N N P P P N N N A A,Neutral,3,0.11538461538461539,19,0.7307692307692307,4,0.15384615384615385,3,4,18,-1
M0489,26,N N N N A A A A N A A A A A A A A A A A A A A A P P,Aversion,19,0.7307692307692307,5,0.19230769230769232,2,0.07692307692307693,2,2,21,1
M0490,26,N A N A N A N N N A A A A A N A A A A A A A A N N N,Aversion,16,0.6153846153846154,10,0.38461538461538464,0,0.0,5,5,15,0
M0491,26,N N A A N N A A A N N N N N N P P P P N N A N N A A,Neutral,8,0.3076923076923077,14,0.5384615384615384,4,0.15384615384615385,4,5,16,-1
M0492,26,N N A N A A A A A P N N N A N N A A A N P P P P P P,Aversion,10,0.38461538461538464,9,0.34615384615384615,7,0.2692307692307692,5,5,15,1
M0493,26,N A N N A A N A N A N A A A N N N A N N N A N N N A,Neutral,11,0.4230769230769231,15,0.5769230769230769,0,0.0,7,8,10,-1
M0494,26,N A N A A N N N N N N N N N N N N A N N N N N A A A,Neutral,7,0.2692307692307692,19,0.7307692307692307,0,0.0,3,4,18,-1
M0495,26,N N N N N N N N N N N N N N N N N P P P P P P P N N,Neutral,0,0.0,19,0.7307692307692307,7,0.2692307692307692,1,1,23,0
M0496,26,N N N N N N N N N N N N P N N P P P P P P P P P N N,Neutral,0,0.0,16,0.6153846153846154,10,0.38461538461538464,2,2,21,0
M0497,26,N N N N N A A A N N N A A N A A N N A N A A A A A A,Aversion,14,0.5384615384615384,12,0.46153846153846156,0,0.0,4,5,16,-1
M0498,26,N N N N N N N N N P P P P P P P N A A A N N N N N N,Neutral,3,0.11538461538461539,16,0.6153846153846154,7,0.2692307692307692,2,2,21,0
M0499,26,N N A A A A N N N P P P P P P P P P P P P P P P N N,Appreciation,4,0.15384615384615385,7,0.2692307692307692,15,0.5769230769230769,2,2,21,0
M0500,26,N N N N N A A A A N N N N N N N N A A A A A A N P P,Neutral,10,0.38461538461538464,14,0.5384615384615384,2,0.07692307692307693,3,2,20,1
M0501,26,N N N N A A A N A N N N N P P P N N A N A A A A A N,Neutral,10,0.38461538461538464,13,0.5,3,0.11538461538461539,5,5,15,0
M0502,26,N A N N N N A A A A A A A A A N N A P P P P P P P P,Aversion,11,0.4230769230769231,7,0.2692307692307692,8,0.3076923076923077,3,3,19,1
M0503,26,N N N N N A A A A N N A A A A A A A N A A A A A A A,Aversion,18,0.6923076923076923,8,0.3076923076923077,0,0.0,2,3,20,-1
M0504,26,N N N N A N N N N N N N N N A P P P N A A A A A A A,Neutral,9,0.34615384615384615,14,0.5384615384615384,3,0.11538461538461539,2,4,19,-1
M0505,26,N N N N N N N N A A A A N A N N N P P P P P P P P P,Neutral,5,0.19230769230769232,12,0.46153846153846156,9,0.34615384615384615,3,2,20,1
M0506,26,N A A A N A N A A A A A A A A A A N A A N N A N A A,Aversion,19,0.7307692307692307,7,0.2692307692307692,0,0.0,5,6,14,-1
M0507,26,N A A A N N N N N N N N N N N N N N P P P N N N P P,Neutral,3,0.11538461538461539,18,0.6923076923076923,5,0.19230769230769232,3,2,20,1
M0508,26,N N N N N N N N N N N A N N N N N P N N A N P N N N,Neutral,2,0.07692307692307693,22,0.8461538461538461,2,0.07692307692307693,4,4,17,0
M0509,26,N A N A N A A A A A A A A A A N N P P P P P P P N N,Aversion,12,0.46153846153846156,7,0.2692307692307692,7,0.2692307692307692,4,4,17,0
M0510,26,N A A A A N N N A A A A N A A N A A A A A A A N P P,Aversion,17,0.6538461538461539,7,0.2692307692307692,2,0.07692307692307693,5,4,16,1
M0511,26,N A N N N N N N N N N P P P P P P P P P P P N A A N,Neutral,3,0.11538461538461539,12,0.46153846153846156,11,0.4230769230769231,3,3,19,0
M0512,26,N A A A A N N N N N N N N N N N A A A N N N P P P N,Neutral,7,0.2692307692307692,16,0.6153846153846154,3,0.11538461538461539,3,3,19,0
M0513,26,N N A A N N N N A N N N N N P P P P P P P P P P P P,Appreciation,3,0.11538461538461539,11,0.4230769230769231,12,0.46153846153846156,3,2,20,1
M0514,26,N N N N N N A N N N A A N A A A A A A A A A A A A A,Aversion,16,0.6153846153846154,10,0.38461538461538464,0,0.0,2,3,20,-1
M0515,26,N N N N N N N N N A A N A N N N N N A A A A N N A N,Neutral,8,0.3076923076923077,18,0.6923076923076923,0,0.0,4,4,17,0
M0516,26,N A N N N N N N N A A A N N N P P P P N N N A A N A,Neutral,7,0.2692307692307692,15,0.5769230769230769,4,0.15384615384615385,4,5,16,-1
M0517,26,N N N A A N N N A A A A A A A A A A A A A A A A N P,Aversion,18,0.6923076923076923,7,0.2692307692307692,1,0.038461538461538464,3,2,20,1
M0518,26,N N N N A N N N N N N N N A N A A N N N N N N N P P,Neutral,4,0.15384615384615385,20,0.7692307692307693,2,0.07692307692307693,4,3,18,1
M0519,26,N N A N N N A N N N N N N A N N N A A N A A A N A N,Neutral,9,0.34615384615384615,17,0.6538461538461539,0,0.0,6,6,13,0
M0520,26,N N N N A A N A N A A N A A A A A A N A A A A A A A,Aversion,18,0.6923076923076923,8,0.3076923076923077,0,0.0,4,5,16,-1
M0521,26,N N A A A A N N N N N N P N A N N N A A N A A A A A,Neutral,12,0.46153846153846156,13,0.5,1,0.038461538461538464,4,5,16,-1
M0522,26,N N N N N N N A N A N A A N A A A A N N A N P P P P,Neutral,9,0.34615384615384615,13,0.5,4,0.15384615384615385,6,5,14,1
M0523,26,N N N N N N N N N N A A N A A N N N N N N P P P P P,Neutral,4,0.15384615384615385,17,0.6538461538461539,5,0.19230769230769232,3,2,20,1
M0524,26,N A A A N N N N A N N N P P P P P P P P P P P P P P,Appreciation,4,0.15384615384615385,8,0.3076923076923077,14,0.5384615384615384,3,2,20,1
M0525,26,N N N N N A A A N A A N N N N P P P P P P P P P P P,Appreciation,5,0.19230769230769232,10,0.38461538461538464,11,0.4230769230769231,3,2,20,1
M0526,26,N N N N A A A A A A A A N A A A N P P P P P P P N N,Aversion,11,0.4230769230769231,8,0.3076923076923077,7,0.2692307692307692,3,3,19,0
M0527,26,N N N N N N N N N P P P P P N N N A A N A A A A N A,Neutral,7,0.2692307692307692,14,0.5384615384615384,5,0.19230769230769232,3,4,18,-1
M0528,26,N N N N N A A N N N N N N N P P P N N P P P N A N P,Neutral,3,0.11538461538461539,16,0.6153846153846154,7,0.2692307692307692,5,4,16,1
M0529,26,N N N N A N A A N N N N N N N N P P P P P P P P P P,Neutral,3,0.11538461538461539,13,0.5,10,0.38461538461538464,3,2,20,1
M0530,26,N N A A A A N N A N N A A A A A A A A N N N P P P N,Aversion,13,0.5,10,0.38461538461538464,3,0.11538461538461539,4,4,17,0
M0531,26,N N A A N N A N N N N A A A A A A A A A A A N N N A,Aversion,15,0.5769230769230769,11,0.4230769230769231,0,0.0,3,4,18,-1
M0532,26,N A N N A A A A A A A A A N N N N A A A A A N P P P,Aversion,15,0.5769230769230769,8,0.3076923076923077,3,0.11538461538461539,4,3,18,1
M0533,26,N N N N N N A A A A N N A A A N A A N A A A N A A A,Aversion,15,0.5769230769230769,11,0.4230769230769231,0,0.0,4,5,16,-1
M0534,26,N N N N N N N N A A N N N A A A A A A A A A N A A A,Aversion,14,0.5384615384615384,12,0.46153846153846156,0,0.0,2,3,20,-1
M0535,26,N N N N N A N N N N N A A A A A P N A A A N N N N N,Neutral,9,0.34615384615384615,16,0.6153846153846154,1,0.038461538461538464,3,4,18,0
M0536,26,N N A N N N N N N N N N N N N N A N N A A A A A A A,Neutral,9,0.34615384615384615,17,0.6538461538461539,0,0.0,2,3,20,-1
M0537,26,N N N N N N A A A N N A A A A N N N N N N A A N N A,Neutral,10,0.38461538461538464,16,0.6153846153846154,0,0.0,3,4,18,-1
M0538,26,N N N A A A N A A A A N N N N A A A A N P P P P P P,Aversion,11,0.4230769230769231,9,0.34615384615384615,6,0.23076923076923078,4,3,18,1
M0539,26,N N N N N N N N N N N P P P P N P P P P P P P P P P,Appreciation,0,0.0,12,0.46153846153846156,14,0.5384615384615384,2,1,22,1
