manager_id,n_periods,decoded_state_sequence,dominant_state,aversion_periods,aversion_share,neutral_periods,neutral_share,appreciation_periods,appreciation_share,upward_transitions,downward_transitions,same_state_transitions,net_state_movement,neutral_to_appreciation_rate,neutral_to_aversion_rate,neutral_persistence_rate,appreciation_persistence_rate,appreciation_to_neutral_rate,aversion_to_neutral_rate,aversion_persistence_rate
M0439,26,N N N N A A N N N N N N P P P P N A A N A A A A A A,Neutral,10,0.38461538461538464,12,0.46153846153846156,4,0.15384615384615385,3,4,18,-1,0.08333333333333333,0.25,0.6666666666666666,0.75,0.25,0.2222222222222222,0.7777777777777778
M0440,26,N A N A A A N N N N N N N N N P N N N P P P P P N A,Neutral,5,0.19230769230769232,15,0.5769230769230769,6,0.23076923076923078,4,5,16,-1,0.13333333333333333,0.2,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,0.5
M0441,26,N N N A A N A A N N N N N N A N N N P P P P N N N N,Neutral,5,0.19230769230769232,17,0.6538461538461539,4,0.15384615384615385,4,4,17,0,0.0625,0.1875,0.75,0.75,0.25,0.6,0.4
M0442,26,N N N N N N N N N N N N P P P P P N N N N N P P P P,Neutral,0,0.0,17,0.6538461538461539,9,0.34615384615384615,2,1,22,1,0.11764705882352941,0.0,0.8823529411764706,0.875,0.125,,
M0443,26,N N N A N A A A A A N N N N N N N N A A A A A A A A,Aversion,14,0.5384615384615384,12,0.46153846153846156,0,0.0,2,3,20,-1,0.0,0.25,0.75,,,0.15384615384615385,0.8461538461538461
M0444,26,N A A N N N N N N N N N A N N N P N P P P P P P N A,Neutral,4,0.15384615384615385,15,0.5769230769230769,7,0.2692307692307692,4,5,16,-1,0.13333333333333333,0.2,0.6666666666666666,0.7142857142857143,0.2857142857142857,0.6666666666666666,0.3333333333333333
M0445,26,N N A N N A A A N P N N N A N N N P P N N N N N A A,Neutral,7,0.2692307692307692,16,0.6153846153846154,3,0.11538461538461539,5,6,14,-1,0.125,0.25,0.625,0.3333333333333333,0.6666666666666666,0.5,0.5
M0446,26,N N N N N N N N A A N A N N N N N N N N A A A A N A,Neutral,8,0.3076923076923077,18,0.6923076923076923,0,0.0,3,4,18,-1,0.0,0.2222222222222222,0.7777777777777778,,,0.42857142857142855,0.5714285714285714
M0447,26,N A A A N A N N N N N A A A A N N N A N A A A A A A,Aversion,15,0.5769230769230769,11,0.4230769230769231,0,0.0,4,5,16,-1,0.0,0.45454545454545453,0.5454545454545454,,,0.2857142857142857,0.7142857142857143
M0448,26,N N N A A A N N A N A A A A A N A A N A A A A A N A,Aversion,17,0.6538461538461539,9,0.34615384615384615,0,0.0,5,6,14,-1,0.0,0.6666666666666666,0.3333333333333333,,,0.3125,0.6875
M0449,26,N N N N N N N N N N N N N P P P P P N A A A N N P P,Neutral,3,0.11538461538461539,16,0.6153846153846154,7,0.2692307692307692,3,2,20,1,0.125,0.0625,0.8125,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.6666666666666666
M0450,26,N N N N N N N N N A A N N A A N N N A A A A N P P P,Neutral,8,0.3076923076923077,15,0.5769230769230769,3,0.11538461538461539,4,3,18,1,0.06666666666666667,0.2,0.7333333333333333,1.0,0.0,0.375,0.625
M0451,26,N N N N A A N N N N N N N N N A N N N P P P P P P P,Neutral,3,0.11538461538461539,16,0.6153846153846154,7,0.2692307692307692,3,2,20,1,0.0625,0.125,0.8125,1.0,0.0,0.6666666666666666,0.3333333333333333
M0452,26,N N A A A A N N N N N A A N A N N N N N A A A A N N,Neutral,11,0.4230769230769231,15,0.5769230769230769,0,0.0,4,4,17,0,0.0,0.2857142857142857,0.7142857142857143,,,0.36363636363636365,0.6363636363636364
M0453,26,N N N N N N N N A A A A N A A A A A N N A A A N A A,Aversion,14,0.5384615384615384,12,0.46153846153846156,0,0.0,3,4,18,-1,0.0,0.3333333333333333,0.6666666666666666,,,0.23076923076923078,0.7692307692307693
M0454,26,N N N N N N N N N N N N P N N N N P P P P N N N P P,Neutral,0,0.0,19,0.7307692307692307,7,0.2692307692307692,3,2,20,1,0.15789473684210525,0.0,0.8421052631578947,0.6666666666666666,0.3333333333333333,,
M0455,26,N N N N N N N N N P N A A N N P P P P P P N N N N P,Neutral,2,0.07692307692307693,16,0.6153846153846154,8,0.3076923076923077,4,3,18,1,0.1875,0.0625,0.75,0.7142857142857143,0.2857142857142857,0.5,0.5
M0456,26,N N N A N A N N N A N N N P P N N N A N N P P P P N,Neutral,4,0.15384615384615385,16,0.6153846153846154,6,0.23076923076923078,6,6,13,0,0.13333333333333333,0.26666666666666666,0.6,0.6666666666666666,0.3333333333333333,1.0,0.0
M0457,26,N A A N A A N N A A A N N A A A N N A A A A A A A A,Aversion,18,0.6923076923076923,8,0.3076923076923077,0,0.0,4,5,16,-1,0.0,0.625,0.375,,,0.23529411764705882,0.7647058823529411
M0458,26,N N N N N N N N N N N N N N N N N N N N N N N A N N,Neutral,1,0.038461538461538464,25,0.9615384615384616,0,0.0,1,1,23,0,0.0,0.041666666666666664,0.9583333333333334,,,1.0,0.0
M0459,26,N A N N N N N N A A N A N P P P P P P P P P P P P P,Appreciation,4,0.15384615384615385,9,0.34615384615384615,13,0.5,4,3,18,1,0.1111111111111111,0.3333333333333333,0.5555555555555556,1.0,0.0,0.75,0.25
M0460,26,N N N N N N N A A A A N A A A N A N A A A A A A A A,Aversion,16,0.6153846153846154,10,0.38461538461538464,0,0.0,3,4,18,-1,0.0,0.4,0.6,,,0.2,0.8
M0461,26,N N N A N A N N N N N N N P P P P P P P P P P P P P,Appreciation,2,0.07692307692307693,11,0.4230769230769231,13,0.5,3,2,20,1,0.09090909090909091,0.18181818181818182,0.7272727272727273,1.0,0.0,1.0,0.0
M0462,26,N N N N N A N A A A A N N N P P P P P N N N P P P P,Neutral,5,0.19230769230769232,12,0.46153846153846156,9,0.34615384615384615,4,3,18,1,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.875,0.125,0.4,0.6
M0463,26,N N A A N N N N N N N N N N N N A N N N A N A A A A,Neutral,8,0.3076923076923077,18,0.6923076923076923,0,0.0,3,4,18,-1,0.0,0.2222222222222222,0.7777777777777778,,,0.42857142857142855,0.5714285714285714
M0464,26,N N N N N A N N A A A A A A A A N P P P P P P P P P,Aversion,9,0.34615384615384615,8,0.3076923076923077,9,0.34615384615384615,3,2,20,1,0.125,0.25,0.625,1.0,0.0,0.2222222222222222,0.7777777777777778
M0465,26,N N A N A A N A N N N N N N N N A A N A A A A A N A,Neutral,12,0.46153846153846156,14,0.5384615384615384,0,0.0,5,6,14,-1,0.0,0.42857142857142855,0.5714285714285714,,,0.45454545454545453,0.5454545454545454
M0466,26,N N N N N N N N N N P P P P P P P P P P P P P P N A,Appreciation,1,0.038461538461538464,11,0.4230769230769231,14,0.5384615384615384,1,2,22,-1,0.09090909090909091,0.09090909090909091,0.8181818181818182,0.9285714285714286,0.07142857142857142,,
M0467,26,N N A N N N A A A A A N N A A N P N N P P P P P P P,Neutral,8,0.3076923076923077,10,0.38461538461538464,8,0.3076923076923077,5,4,16,1,0.2,0.3,0.5,0.8571428571428571,0.14285714285714285,0.375,0.625
M0468,26,N N N N N N N N A N N A N N N N N N N N N A A A N N,Neutral,5,0.19230769230769232,21,0.8076923076923077,0,0.0,3,3,19,0,0.0,0.15,0.85,,,0.6,0.4
M0469,26,N N N A N N N N N N P N P P P P P P P P P P P P P N,Appreciation,1,0.038461538461538464,11,0.4230769230769231,14,0.5384615384615384,3,3,19,0,0.2,0.1,0.7,0.8571428571428571,0.14285714285714285,1.0,0.0
M0470,26,N N N N N N N N N N P P P P P P P P P N N N P P P N,Neutral,0,0.0,14,0.5384615384615384,12,0.46153846153846156,2,2,21,0,0.15384615384615385,0.0,0.8461538461538461,0.8333333333333334,0.16666666666666666,,
M0471,26,N A N A A A A A A A A A A N N A A N N N A N N A A A,Aversion,17,0.6538461538461539,9,0.34615384615384615,0,0.0,4,5,16,-1,0.0,0.5555555555555556,0.4444444444444444,,,0.25,0.75
M0472,26,N A N N A N N A N N N A N N N N A A A A A A A A A A,Aversion,14,0.5384615384615384,12,0.46153846153846156,0,0.0,4,5,16,-1,0.0,0.4166666666666667,0.5833333333333334,,,0.3076923076923077,0.6923076923076923
M0473,26,N N N N N N N N N A A A N A A N A N P P P P P P P P,Neutral,6,0.23076923076923078,12,0.46153846153846156,8,0.3076923076923077,4,3,18,1,0.08333333333333333,0.25,0.6666666666666666,1.0,0.0,0.5,0.5
M0474,26,N N N N N N N N N N N A N A A N N P P P P P P P P P,Neutral,3,0.11538461538461539,14,0.5384615384615384,9,0.34615384615384615,3,2,20,1,0.07142857142857142,0.14285714285714285,0.7857142857142857,1.0,0.0,0.6666666666666666,0.3333333333333333
M0475,26,N N N N N N N N N A A A A N N N N N A N A A N A A A,Neutral,10,0.38461538461538464,16,0.6153846153846154,0,0.0,3,4,18,-1,0.0,0.25,0.75,,,0.3333333333333333,0.6666666666666666
M0476,26,N N N N N N N N N N N N N N N N N A A P P P N N N A,Neutral,3,0.11538461538461539,20,0.7692307692307693,3,0.11538461538461539,1,3,21,-1,0.0,0.1,0.9,0.6666666666666666,0.3333333333333333,0.0,0.5
M0477,26,N N N N N N N N N N N A N N N P P P P P P P P P P P,Neutral,1,0.038461538461538464,14,0.5384615384615384,11,0.4230769230769231,2,1,22,1,0.07142857142857142,0.07142857142857142,0.8571428571428571,1.0,0.0,1.0,0.0
M0478,26,N N A A A A A A N A N N P P P P P P N P P P P P P P,Appreciation,7,0.2692307692307692,6,0.23076923076923078,13,0.5,4,3,18,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9166666666666666,0.08333333333333333,0.2857142857142857,0.7142857142857143
M0479,26,N N N N A N N N N N N N N P P P P P P P P P P N P P,Neutral,1,0.038461538461538464,13,0.5,12,0.46153846153846156,3,2,20,1,0.15384615384615385,0.07692307692307693,0.7692307692307693,0.9090909090909091,0.09090909090909091,1.0,0.0
M0480,26,N N N N N N N N N N N N P P P P P P P N P P P N N N,Neutral,0,0.0,16,0.6153846153846154,10,0.38461538461538464,2,2,21,0,0.13333333333333333,0.0,0.8666666666666667,0.8,0.2,,
M0481,26,A A N N N N N N N N N N N N P N N A N P P P P P P P,Neutral,3,0.11538461538461539,15,0.5769230769230769,8,0.3076923076923077,4,2,19,2,0.13333333333333333,0.06666666666666667,0.8,0.8571428571428571,0.14285714285714285,0.6666666666666666,0.3333333333333333
M0482,26,N N N N N N N N N N P P P N P P P P P P P P P P P P,Appreciation,0,0.0,11,0.4230769230769231,15,0.5769230769230769,2,1,22,1,0.18181818181818182,0.0,0.8181818181818182,0.9285714285714286,0.07142857142857142,,
M0483,26,N N N N N A N N N N N N N N N P P P P N N N A P P P,Neutral,2,0.07692307692307693,17,0.6538461538461539,7,0.2692307692307692,3,3,19,1,0.058823529411764705,0.11764705882352941,0.8235294117647058,0.8333333333333334,0.16666666666666666,0.5,0.0
M0484,26,N N N N N N N N N N A A N A A A A A N A A A A A A A,Aversion,14,0.5384615384615384,12,0.46153846153846156,0,0.0,2,3,20,-1,0.0,0.25,0.75,,,0.15384615384615385,0.8461538461538461
M0485,26,N N N N N N N N N A A A N A A A A A A N N N A P P P,Neutral,10,0.38461538461538464,13,0.5,3,0.11538461538461539,3,3,19,1,0.0,0.23076923076923078,0.7692307692307693,1.0,0.0,0.2,0.7
M0486,26,N N N N N A A N N N N A A N A A N P P P P P P P P P,Neutral,6,0.23076923076923078,11,0.4230769230769231,9,0.34615384615384615,4,3,18,1,0.09090909090909091,0.2727272727272727,0.6363636363636364,1.0,0.0,0.5,0.5
M0487,26,N N A A N A N A N N A N N N A A A N A N A A A A A A,Aversion,15,0.5769230769230769,11,0.4230769230769231,0,0.0,6,7,12,-1,0.0,0.6363636363636364,0.36363636363636365,,,0.42857142857142855,0.5714285714285714
M0488,26,N N N N N N A N N N N N N N N P N N P P P N N N A A,Neutral,3,0.11538461538461539,19,0.7307692307692307,4,0.15384615384615385,3,4,18,-1,0.10526315789473684,0.10526315789473684,0.7894736842105263,0.5,0.5,0.5,0.5
M0489,26,N N N N A A A A N A A A A A A A A A A A A A A A P P,Aversion,19,0.7307692307692307,5,0.19230769230769232,2,0.07692307692307693,2,2,21,1,0.0,0.4,0.6,1.0,0.0,0.05263157894736842,0.8947368421052632
M0490,26,N A N A N A N N N A A A A A N A A A A A A A A N N N,Aversion,16,0.6153846153846154,10,0.38461538461538464,0,0.0,5,5,15,0,0.0,0.5555555555555556,0.4444444444444444,,,0.3125,0.6875
M0491,26,N N A A N N A A A N N N N N N P P P P N N A N N A A,Neutral,8,0.3076923076923077,14,0.5384615384615384,4,0.15384615384615385,4,5,16,-1,0.07142857142857142,0.2857142857142857,0.6428571428571429,0.75,0.25,0.42857142857142855,0.5714285714285714
M0492,26,N N A N A A A A A P N N N A N N A A A N P P P P P P,Aversion,10,0.38461538461538464,9,0.34615384615384615,7,0.2692307692307692,5,5,15,1,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.8333333333333334,0.16666666666666666,0.3,0.6
M0493,26,N A N N A A N A N A N A A A N N N A N N N A N N N A,Neutral,11,0.4230769230769231,15,0.5769230769230769,0,0.0,7,8,10,-1,0.0,0.5333333333333333,0.4666666666666667,,,0.7,0.3
M0494,26,N A N A A N N N N N N N N N N N N A N N N N N A A A,Neutral,7,0.2692307692307692,19,0.7307692307692307,0,0.0,3,4,18,-1,0.0,0.21052631578947367,0.7894736842105263,,,0.5,0.5
M0495,26,N N N N N N N N N N N N N N N N N P P P P P P P N N,Neutral,0,0.0,19,0.7307692307692307,7,0.2692307692307692,1,1,23,0,0.05555555555555555,0.0,0.9444444444444444,0.8571428571428571,0.14285714285714285,,
M0496,26,N N N N N N N N N N N N P N N P P P P P P P P P N N,Neutral,0,0.0,16,0.6153846153846154,10,0.38461538461538464,2,2,21,0,0.13333333333333333,0.0,0.8666666666666667,0.8,0.2,,
M0497,26,N N N N N A A A N N N A A N A A N N A N A A A A A A,Aversion,14,0.5384615384615384,12,0.46153846153846156,0,0.0,4,5,16,-1,0.0,0.4166666666666667,0.5833333333333334,,,0.3076923076923077,0.6923076923076923
M0498,26,N N N N N N N N N P P P P P P P N A A A N N N N N N,Neutral,3,0.11538461538461539,16,0.6153846153846154,7,0.2692307692307692,2,2,21,0,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.8571428571428571,0.14285714285714285,0.3333333333333333,0.6666666666666666
M0499,26,N N A A A A N N N P P P P P P P P P P P P P P P N N,Appreciation,4,0.15384615384615385,7,0.2692307692307692,15,0.5769230769230769,2,2,21,0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.9333333333333333,0.06666666666666667,0.25,0.75
M0500,26,N N N N N A A A A N N N N N N N N A A A A A A N P P,Neutral,10,0.38461538461538464,14,0.5384615384615384,2,0.07692307692307693,3,2,20,1,0.07142857142857142,0.14285714285714285,0.7857142857142857,1.0,0.0,0.2,0.8
M0501,26,N N N N A A A N A N N N N P P P N N A N A A A A A N,Neutral,10,0.38461538461538464,13,0.5,3,0.11538461538461539,5,5,15,0,0.08333333333333333,0.3333333333333333,0.5833333333333334,0.6666666666666666,0.3333333333333333,0.4,0.6
M0502,26,N A N N N N A A A A A A A A A N N A P P P P P P P P,Aversion,11,0.4230769230769231,7,0.2692307692307692,8,0.3076923076923077,3,3,19,1,0.0,0.42857142857142855,0.5714285714285714,1.0,0.0,0.18181818181818182,0.7272727272727273
M0503,26,N N N N N A A A A N N A A A A A A A N A A A A A A A,Aversion,18,0.6923076923076923,8,0.3076923076923077,0,0.0,2,3,20,-1,0.0,0.375,0.625,,,0.11764705882352941,0.8823529411764706
M0504,26,N N N N A N N N N N N N N N A P P P N A A A A A A A,Neutral,9,0.34615384615384615,14,0.5384615384615384,3,0.11538461538461539,2,4,19,-1,0.0,0.21428571428571427,0.7857142857142857,0.6666666666666666,0.3333333333333333,0.125,0.75
M0505,26,N N N N N N N N A A A A N A N N N P P P P P P P P P,Neutral,5,0.19230769230769232,12,0.46153846153846156,9,0.34615384615384615,3,2,20,1,0.08333333333333333,0.16666666666666666,0.75,1.0,0.0,0.4,0.6
M0506,26,N A A A N A N A A A A A A A A A A N A A N N A N A A,Aversion,19,0.7307692307692307,7,0.2692307692307692,0,0.0,5,6,14,-1,0.0,0.8571428571428571,0.14285714285714285,,,0.2777777777777778,0.7222222222222222
M0507,26,N A A A N N N N N N N N N N N N N N P P P N N N P P,Neutral,3,0.11538461538461539,18,0.6923076923076923,5,0.19230769230769232,3,2,20,1,0.1111111111111111,0.05555555555555555,0.8333333333333334,0.75,0.25,0.3333333333333333,0.6666666666666666
M0508,26,N N N N N N N N N N N A N N N N N P N N A N P N N N,Neutral,2,0.07692307692307693,22,0.8461538461538461,2,0.07692307692307693,4,4,17,0,0.09523809523809523,0.09523809523809523,0.8095238095238095,0.0,1.0,1.0,0.0
M0509,26,N A N A N A A A A A A A A A A N N P P P P P P P N N,Aversion,12,0.46153846153846156,7,0.2692307692307692,7,0.2692307692307692,4,4,17,0,0.16666666666666666,0.5,0.3333333333333333,0.8571428571428571,0.14285714285714285,0.25,0.75
M0510,26,N A A A A N N N A A A A N A A N A A A A A A A N P P,Aversion,17,0.6538461538461539,7,0.2692307692307692,2,0.07692307692307693,5,4,16,1,0.14285714285714285,0.5714285714285714,0.2857142857142857,1.0,0.0,0.23529411764705882,0.7647058823529411
M0511,26,N A N N N N N N N N N P P P P P P P P P P P N A A N,Neutral,3,0.11538461538461539,12,0.46153846153846156,11,0.4230769230769231,3,3,19,0,0.09090909090909091,0.18181818181818182,0.7272727272727273,0.9090909090909091,0.09090909090909091,0.6666666666666666,0.3333333333333333
M0512,26,N A A A A N N N N N N N N N N N A A A N N N P P P N,Neutral,7,0.2692307692307692,16,0.6153846153846154,3,0.11538461538461539,3,3,19,0,0.06666666666666667,0.13333333333333333,0.8,0.6666666666666666,0.3333333333333333,0.2857142857142857,0.7142857142857143
M0513,26,N N A A N N N N A N N N N N P P P P P P P P P P P P,Appreciation,3,0.11538461538461539,11,0.4230769230769231,12,0.46153846153846156,3,2,20,1,0.09090909090909091,0.18181818181818182,0.7272727272727273,1.0,0.0,0.6666666666666666,0.3333333333333333
M0514,26,N N N N N N A N N N A A N A A A A A A A A A A A A A,Aversion,16,0.6153846153846154,10,0.38461538461538464,0,0.0,2,3,20,-1,0.0,0.3,0.7,,,0.13333333333333333,0.8666666666666667
M0515,26,N N N N N N N N N A A N A N N N N N A A A A N N A N,Neutral,8,0.3076923076923077,18,0.6923076923076923,0,0.0,4,4,17,0,0.0,0.23529411764705882,0.7647058823529411,,,0.5,0.5
M0516,26,N A N N N N N N N A A A N N N P P P P N N N A A N A,Neutral,7,0.2692307692307692,15,0.5769230769230769,4,0.15384615384615385,4,5,16,-1,0.06666666666666667,0.26666666666666666,0.6666666666666666,0.75,0.25,0.5,0.5
M0517,26,N N N A A N N N A A A A A A A A A A A A A A A A N P,Aversion,18,0.6923076923076923,7,0.2692307692307692,1,0.038461538461538464,3,2,20,1,0.14285714285714285,0.2857142857142857,0.5714285714285714,,,0.1111111111111111,0.8888888888888888
M0518,26,N N N N A N N N N N N N N A N A A N N N N N N N P P,Neutral,4,0.15384615384615385,20,0.7692307692307693,2,0.07692307692307693,4,3,18,1,0.05,0.15,0.8,1.0,0.0,0.75,0.25
M0519,26,N N A N N N A N N N N N N A N N N A A N A A A N A N,Neutral,9,0.34615384615384615,17,0.6538461538461539,0,0.0,6,6,13,0,0.0,0.375,0.625,,,0.6666666666666666,0.3333333333333333
M0520,26,N N N N A A N A N A A N A A A A A A N A A A A A A A,Aversion,18,0.6923076923076923,8,0.3076923076923077,0,0.0,4,5,16,-1,0.0,0.625,0.375,,,0.23529411764705882,0.7647058823529411
M0521,26,N N A A A A N N N N N N P N A N N N A A N A A A A A,Neutral,12,0.46153846153846156,13,0.5,1,0.038461538461538464,4,5,16,-1,0.07692307692307693,0.3076923076923077,0.6153846153846154,0.0,1.0,0.2727272727272727,0.7272727272727273
M0522,26,N N N N N N N A N A N A A N A A A A N N A N P P P P,Neutral,9,0.34615384615384615,13,0.5,4,0.15384615384615385,6,5,14,1,0.07692307692307693,0.38461538461538464,0.5384615384615384,1.0,0.0,0.5555555555555556,0.4444444444444444
M0523,26,N N N N N N N N N N A A N A A N N N N N N P P P P P,Neutral,4,0.15384615384615385,17,0.6538461538461539,5,0.19230769230769232,3,2,20,1,0.058823529411764705,0.11764705882352941,0.8235294117647058,1.0,0.0,0.5,0.5
M0524,26,N A A A N N N N A N N N P P P P P P P P P P P P P P,Appreciation,4,0.15384615384615385,8,0.3076923076923077,14,0.5384615384615384,3,2,20,1,0.125,0.25,0.625,1.0,0.0,0.5,0.5
M0525,26,N N N N N A A A N A A N N N N P P P P P P P P P P P,Appreciation,5,0.19230769230769232,10,0.38461538461538464,11,0.4230769230769231,3,2,20,1,0.1,0.2,0.7,1.0,0.0,0.4,0.6
M0526,26,N N N N A A A A A A A A N A A A N P P P P P P P N N,Aversion,11,0.4230769230769231,8,0.3076923076923077,7,0.2692307692307692,3,3,19,0,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.8571428571428571,0.14285714285714285,0.18181818181818182,0.8181818181818182
M0527,26,N N N N N N N N N P P P P P N N N A A N A A A A N A,Neutral,7,0.2692307692307692,14,0.5384615384615384,5,0.19230769230769232,3,4,18,-1,0.07142857142857142,0.21428571428571427,0.7142857142857143,0.8,0.2,0.3333333333333333,0.6666666666666666
M0528,26,N N N N N A A N N N N N N N P P P N N P P P N A N P,Neutral,3,0.11538461538461539,16,0.6153846153846154,7,0.2692307692307692,5,4,16,1,0.1875,0.125,0.6875,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333
M0529,26,N N N N A N A A N N N N N N N N P P P P P P P P P P,Neutral,3,0.11538461538461539,13,0.5,10,0.38461538461538464,3,2,20,1,0.07692307692307693,0.15384615384615385,0.7692307692307693,1.0,0.0,0.6666666666666666,0.3333333333333333
M0530,26,N N A A A A N N A N N A A A A A A A A N N N P P P N,Aversion,13,0.5,10,0.38461538461538464,3,0.11538461538461539,4,4,17,0,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.6666666666666666,0.3333333333333333,0.23076923076923078,0.7692307692307693
M0531,26,N N A A N N A N N N N A A A A A A A A A A A N N N A,Aversion,15,0.5769230769230769,11,0.4230769230769231,0,0.0,3,4,18,-1,0.0,0.36363636363636365,0.6363636363636364,,,0.21428571428571427,0.7857142857142857
M0532,26,N A N N A A A A A A A A A N N N N A A A A A N P P P,Aversion,15,0.5769230769230769,8,0.3076923076923077,3,0.11538461538461539,4,3,18,1,0.125,0.375,0.5,1.0,0.0,0.2,0.8
M0533,26,N N N N N N A A A A N N A A A N A A N A A A N A A A,Aversion,15,0.5769230769230769,11,0.4230769230769231,0,0.0,4,5,16,-1,0.0,0.45454545454545453,0.5454545454545454,,,0.2857142857142857,0.7142857142857143
M0534,26,N N N N N N N N A A N N N A A A A A A A A A N A A A,Aversion,14,0.5384615384615384,12,0.46153846153846156,0,0.0,2,3,20,-1,0.0,0.25,0.75,,,0.15384615384615385,0.8461538461538461
M0535,26,N N N N N A N N N N N A A A A A P N A A A N N N N N,Neutral,9,0.34615384615384615,16,0.6153846153846154,1,0.038461538461538464,3,4,18,0,0.0,0.2,0.8,0.0,1.0,0.2222222222222222,0.6666666666666666
M0536,26,N N A N N N N N N N N N N N N N A N N A A A A A A A,Neutral,9,0.34615384615384615,17,0.6538461538461539,0,0.0,2,3,20,-1,0.0,0.17647058823529413,0.8235294117647058,,,0.25,0.75
M0537,26,N N N N N N A A A N N A A A A N N N N N N A A N N A,Neutral,10,0.38461538461538464,16,0.6153846153846154,0,0.0,3,4,18,-1,0.0,0.25,0.75,,,0.3333333333333333,0.6666666666666666
M0538,26,N N N A A A N A A A A N N N N A A A A N P P P P P P,Aversion,11,0.4230769230769231,9,0.34615384615384615,6,0.23076923076923078,4,3,18,1,0.1111111111111111,0.3333333333333333,0.5555555555555556,1.0,0.0,0.2727272727272727,0.7272727272727273
M0539,26,N N N N N N N N N N N P P P P N P P P P P P P P P P,Appreciation,0,0.0,12,0.46153846153846156,14,0.5384615384615384,2,1,22,1,0.16666666666666666,0.0,0.8333333333333334,0.9230769230769231,0.07692307692307693,,
M0540,26,N N N N N N N A A A A N N N N N A A A A N N A A N N,Neutral,10,0.38461538461538464,16,0.6153846153846154,0,0.0,3,3,19,0,0.0,0.2,0.8,,,0.3,0.7
M0541,26,N A N A N A A A A A A A A N A N A A A A N A A A A A,Aversion,20,0.7692307692307693,6,0.23076923076923078,0,0.0,5,6,14,-1,0.0,1.0,0.0,,,0.2631578947368421,0.7368421052631579
M0542,26,N N A N N A A A A N N N N A N N N N N N N A A A A A,Neutral,11,0.4230769230769231,15,0.5769230769230769,0,0.0,3,4,18,-1,0.0,0.26666666666666666,0.7333333333333333,,,0.3,0.7
M0543,26,N A A A N N N A A N N N N N N N N N A A A N N P P P,Neutral,8,0.3076923076923077,15,0.5769230769230769,3,0.11538461538461539,4,3,18,1,0.06666666666666667,0.2,0.7333333333333333,1.0,0.0,0.375,0.625
M0544,26,N N A A A A N A A A A A N A A A A N N N P P P P P P,Aversion,13,0.5,7,0.2692307692307692,6,0.23076923076923078,4,3,18,1,0.14285714285714285,0.42857142857142855,0.42857142857142855,1.0,0.0,0.23076923076923078,0.7692307692307693
M0545,26,N N N N N N A N A N A N N N N A N N N P N A A A A A,Neutral,9,0.34615384615384615,16,0.6153846153846154,1,0.038461538461538464,5,6,14,-1,0.0625,0.3125,0.625,0.0,1.0,0.5,0.5
M0546,26,N N N N N N N A A A N A N N P P P P P P P P P P P P,Appreciation,4,0.15384615384615385,10,0.38461538461538464,12,0.46153846153846156,3,2,20,1,0.1,0.2,0.7,1.0,0.0,0.5,0.5
M0547,26,N N N N N N N N N N N N N N N N A A N N N N A A A A,Neutral,6,0.23076923076923078,20,0.7692307692307693,0,0.0,1,2,22,-1,0.0,0.1,0.9,,,0.2,0.8
M0548,26,N N N N A N N N N N N A N N N N N A A A A A A A A N,Neutral,10,0.38461538461538464,16,0.6153846153846154,0,0.0,3,3,19,0,0.0,0.2,0.8,,,0.3,0.7
M0549,26,N N N N N A N N N N N P P P P P P P N N N N P P P P,Neutral,1,0.038461538461538464,14,0.5384615384615384,11,0.4230769230769231,3,2,20,1,0.14285714285714285,0.07142857142857142,0.7857142857142857,0.9,0.1,1.0,0.0
M0550,26,N N A A A A N N N N N A N A A A A A A A N N A N N A,Aversion,14,0.5384615384615384,12,0.46153846153846156,0,0.0,4,5,16,-1,0.0,0.4166666666666667,0.5833333333333334,,,0.3076923076923077,0.6923076923076923
M0551,26,N N N N N N N N N N N N N N N N N P P P N P P P P P,Neutral,0,0.0,18,0.6923076923076923,8,0.3076923076923077,2,1,22,1,0.1111111111111111,0.0,0.8888888888888888,0.8571428571428571,0.14285714285714285,,
M0552,26,N A N A A A A A A A A N N N A N A A A A N N N N A N,Aversion,15,0.5769230769230769,11,0.4230769230769231,0,0.0,5,5,15,0,0.0,0.5,0.5,,,0.3333333333333333,0.6666666666666666
M0553,26,N N N N N N A N N N A A A A A A A A A A A N N N P P,Neutral,12,0.46153846153846156,12,0.46153846153846156,2,0.07692307692307693,3,2,20,1,0.08333333333333333,0.16666666666666666,0.75,1.0,0.0,0.16666666666666666,0.8333333333333334
M0554,26,N N N N N N N N N N N N N N P P P P P P P P P P N N,Neutral,0,0.0,16,0.6153846153846154,10,0.38461538461538464,1,1,23,0,0.06666666666666667,0.0,0.9333333333333333,0.9,0.1,,
